#t,tx,ty,tz,qx,qy,qz,qw
0.234999808,-0.587085504716681,-0.582034732066461,-0.555982818648332,-0.038686944541318,-0.0425383054505647,-0.0387481960510868,0.997593298992249
0.24,-0.589548556942962,-0.584272552264065,-0.557126568798716,-0.0386329377257251,-0.0424758443304399,-0.03867749818404,0.997600796864818
0.244999936,-0.592035693378879,-0.586531225934534,-0.558264919764469,-0.0385824067108998,-0.0424034218538928,-0.0386142154122485,0.997608284887196
0.249999872,-0.594500713422965,-0.588857882573018,-0.5594327081477,-0.0385366055303367,-0.0422987314123395,-0.0386010279136611,0.997615009910694
0.254999808,-0.597032218430184,-0.591160521650011,-0.560567736477055,-0.0384830906234553,-0.0422198935190454,-0.0385467151631074,0.997622515322024
0.26,-0.599589683490103,-0.593484438265269,-0.561703015383356,-0.0384281978916862,-0.0421473639522153,-0.0384889737486075,0.997629927487371
0.26499968,-0.602171066514383,-0.595826525536529,-0.562836759221939,-0.0383694887687172,-0.0420839460912312,-0.0384237437120113,0.9976373788768
0.269999872,-0.604779376253431,-0.598190270931546,-0.563969964066981,-0.0383048081546619,-0.0420277653707907,-0.0383567233629095,0.997644811735636
0.274999808,-0.60741171727441,-0.600572064072868,-0.565101216542259,-0.038238935621451,-0.0419744711011853,-0.0382874579548603,0.997652243089579
0.28,-0.610067015759625,-0.602974067099794,-0.566230072158442,-0.0381682646804825,-0.0419223304083119,-0.0382234720168573,0.997659595238473
0.28499968,-0.612747513657147,-0.605396045220961,-0.567354218754984,-0.0380979511575724,-0.0418676880834666,-0.0381607279162894,0.99766697933581
0.289999872,-0.615450559865985,-0.607837631973578,-0.568476450428914,-0.0380265797524932,-0.0418103201383374,-0.0381011624229528,0.997674384648757
0.294999808,-0.618177804161554,-0.610298590139208,-0.569594850489632,-0.0379553778785389,-0.0417490912173775,-0.0380464025438371,0.9976817498211
0.3,-0.620915776634279,-0.61279224879757,-0.57071828803552,-0.0378910856611538,-0.041670504553789,-0.0380130981404092,0.997688748582151
0.30499968,-0.6236887691585,-0.61529448719434,-0.571834474014415,-0.0378286926494012,-0.0416020893221325,-0.0379582700737988,0.997696058882401
0.309999872,-0.626486009909952,-0.617815483461037,-0.572950518478851,-0.0377696728456604,-0.0415358219995202,-0.0378958867703698,0.997703427412096
0.314999808,-0.629309450642358,-0.620357047221491,-0.574064426196201,-0.0377054409472759,-0.0414763655268362,-0.0378322200669172,0.997710746634747
0.319999744,-0.632157113443249,-0.62291679708632,-0.575177810434315,-0.0376381357506738,-0.0414215013686232,-0.037766882584452,0.997718042605943
0.32499968,-0.635029871214357,-0.625497365118367,-0.576290531190332,-0.0375714742410425,-0.0413672989411849,-0.0376996658954113,0.997725346021158
0.329999872,-0.637925731037324,-0.628095803625411,-0.577402361812992,-0.0375086328670525,-0.0413101958354559,-0.0376319919587302,0.997732631200212
0.335000064,-0.640846162376973,-0.630714423169521,-0.578510518775674,-0.0374556701200414,-0.0412438539489994,-0.0375651001786883,0.997739886210758
0.339999744,-0.643789800903785,-0.633351643163089,-0.579616030650808,-0.0374029258184262,-0.0411723329326571,-0.0375024675802029,0.997747174922836
0.344999936,-0.646757812034456,-0.636008769757163,-0.580718377645368,-0.0373449759135817,-0.0411023813626924,-0.0374445614217547,0.997754404570715
0.349999872,-0.649737932334179,-0.638701571853588,-0.58182457221961,-0.0372880183449582,-0.0410206077471298,-0.0374077492577499,0.997761280930179
0.355000064,-0.652752542868005,-0.641400561884157,-0.582925278861479,-0.0372326075178569,-0.0409511271574298,-0.0373467484360019,0.9977684894319
0.359999744,-0.655790587410666,-0.644118658663028,-0.584023330610506,-0.0371752731685192,-0.0408854853401782,-0.0372836280114265,0.997775679817688
0.364999936,-0.658854032868844,-0.64685701768084,-0.585120714402352,-0.0371121515615504,-0.0408237283378176,-0.0372208397533165,0.997782902488878
0.369999872,-0.661941453249043,-0.649614051334598,-0.586215751946583,-0.0370480563686031,-0.0407648167705527,-0.0371556539630913,0.99779012252655
0.374999808,-0.665050800110817,-0.652390513047434,-0.587307732737253,-0.0369809025364437,-0.0407072634674884,-0.0370924787042441,0.99779731387299
0.379999744,-0.668184634220684,-0.655184966292893,-0.588397592850373,-0.0369169378792443,-0.0406480763131736,-0.0370289510820439,0.997804454976736
0.384999936,-0.671341001238731,-0.657999162173045,-0.589483383565568,-0.0368540115071438,-0.0405865837928807,-0.0369662633708749,0.997811608683849
0.389999872,-0.674520974180896,-0.660832166652973,-0.59056791851634,-0.0367892117699818,-0.0405253340975781,-0.0369045206001204,0.997818774904992
0.394999808,-0.677716993268912,-0.663697679327733,-0.591653367232928,-0.0367238746757356,-0.0404534099366919,-0.0368644120282059,0.997825582844572
0.399999744,-0.680942838343677,-0.666572389635578,-0.592734856749836,-0.0366557942063193,-0.0403918381671322,-0.0368064787837589,0.997832719086784
0.404999936,-0.684192344277239,-0.669465635094706,-0.593813664949978,-0.0365923102643977,-0.0403296193364892,-0.0367464292370217,0.997839779008643
0.409999872,-0.687465515498672,-0.672378056743074,-0.594892030832129,-0.0365254253372482,-0.0402678518511577,-0.0366871303597605,0.997846906031778
0.414999808,-0.690763231035571,-0.675307829743043,-0.595969751294973,-0.0364597013671393,-0.0402083617919128,-0.0366252149667812,0.997853983029014
0.419999744,-0.694083683955888,-0.678256743681882,-0.597046756385005,-0.036395286216104,-0.0401487997005469,-0.0365611978574611,0.997861080429075
0.424999936,-0.697428298491556,-0.681225311703829,-0.598121922082856,-0.0363325625376207,-0.040088234099749,-0.0364975692975986,0.997868130476959
0.429999872,-0.700797023637984,-0.684211941618336,-0.599194853181219,-0.0362682759083901,-0.0400270897425751,-0.0364356726387749,0.99787518558622
0.434999808,-0.704189068238366,-0.687217176436986,-0.600265572136109,-0.036208246900229,-0.0399629522593061,-0.0363734684329369,0.99788220552192
0.439999744,-0.707603283404587,-0.690241602797134,-0.601335151165678,-0.0361524426009844,-0.0398953419223387,-0.036309782070008,0.997889253531127
0.444999936,-0.711041069069661,-0.693283238569268,-0.602401796348086,-0.0360938991638167,-0.0398272442905174,-0.0362483701639729,0.997896325634999
0.449999616,-0.714494382275344,-0.696367874582472,-0.60347165896757,-0.0360387924369666,-0.0397479917219876,-0.0362091613556458,0.997902900701103
0.454999808,-0.717978089234405,-0.699452715018262,-0.604535770550959,-0.0359828368243433,-0.0396821814344659,-0.0361434096410528,0.997909922723586
0.46,-0.721484671513746,-0.702555834401807,-0.605598740376494,-0.0359243523196907,-0.0396179711548059,-0.0360789211402368,0.997916914738569
0.464999936,-0.725015073093113,-0.705677251461156,-0.606658395363166,-0.0358638432141458,-0.0395560063429212,-0.0360145543440208,0.997923874344888
0.469999872,-0.728567487756572,-0.708817567543993,-0.60771660941781,-0.0358017975198558,-0.0394939346844925,-0.0359506593971483,0.99793086459253
0.474999808,-0.732143271887262,-0.711976881915254,-0.608772250402511,-0.0357409068152707,-0.0394324641694194,-0.0358870820409793,0.997937766442444
0.48,-0.735742996456466,-0.715154157273288,-0.609825784488437,-0.0356799837943939,-0.0393718764019088,-0.0358208777263401,0.997944717318519
0.484999936,-0.739365107929216,-0.718350177394941,-0.610877296582454,-0.0356145518815858,-0.0393115401671836,-0.0357589910795663,0.997951652667067
0.489999872,-0.743009596292837,-0.721563653174472,-0.611926688601043,-0.0355494264127263,-0.0392500540159332,-0.0356985687481946,0.997958558122933
0.494999808,-0.746676009591443,-0.724796134221446,-0.612972794352805,-0.0354856271065822,-0.0391871510541457,-0.0356387912667308,0.997965437286361
0.5,-0.750362925681524,-0.728068925357846,-0.614022952154533,-0.0354250098409271,-0.0391110015424188,-0.0355995616682432,0.997971978286539
0.50499968,-0.754075412791039,-0.73134240586563,-0.615067400679006,-0.0353578099049895,-0.0390499493390776,-0.0355391366308118,0.997978905840637
0.509999872,-0.757812030210985,-0.73463515115275,-0.616110196008349,-0.0352913443642593,-0.0389913029180241,-0.0354770850822293,0.997985759289072
0.514999808,-0.761570796877241,-0.737944666324183,-0.617151149176115,-0.0352264826774118,-0.038931704223879,-0.0354144828827767,0.997992601037978
0.52,-0.765351776788413,-0.741273402698922,-0.618190316878104,-0.0351571416652172,-0.0388716725706535,-0.0353559535209359,0.997999461428771
0.52499968,-0.769156041368317,-0.744619315846975,-0.619227581884779,-0.0350946420971788,-0.0388079956667963,-0.0352947268581387,0.998006306505328
0.529999872,-0.772982299907822,-0.747983966624277,-0.620263448494133,-0.035035801260846,-0.0387436977043126,-0.0352305232045084,0.998013140571277
0.534999808,-0.776832184826118,-0.751365881803309,-0.621296916610976,-0.0349779714824786,-0.0386801830524895,-0.0351658929432114,0.998019912087681
0.54,-0.780703595361394,-0.754766644485784,-0.622330233500439,-0.0349159422916561,-0.0386179121500347,-0.0351024743156612,0.998026728165121
0.54499968,-0.784598166437066,-0.758184119278633,-0.623360715833989,-0.034854913656545,-0.0385547790259153,-0.0350404041512031,0.998033483448916
0.549999872,-0.788513777308832,-0.761645142694928,-0.62439352159601,-0.0348001711178289,-0.0384774198442661,-0.0349949998613674,0.998039972264138
0.554999808,-0.792454049421921,-0.765104347402935,-0.625421408718761,-0.0347465929321525,-0.0384106856876419,-0.0349294821048986,0.998046704711005
0.559999744,-0.796416193016893,-0.768581969677933,-0.626447603801093,-0.0346882555039817,-0.0383448463040465,-0.0348667166037746,0.998053460374384
0.56499968,-0.800401790551019,-0.772077607443482,-0.62747135497695,-0.0346272579038298,-0.0382802031728922,-0.03480448616849,0.998060232048974
0.569999872,-0.804408357058265,-0.775590302669507,-0.628494271550939,-0.0345651600883282,-0.0382171073720144,-0.0347434788871329,0.998066928160133
0.574999808,-0.808438251060494,-0.779121101075863,-0.629515391405847,-0.0345070190525024,-0.038153064061926,-0.034679073145835,0.998073630161895
0.579999744,-0.812489483787423,-0.782669996140696,-0.63053344259644,-0.0344471451491109,-0.0380897815744335,-0.0346150989691006,0.998080336272611
0.584999936,-0.816564215557726,-0.786237421087506,-0.631548886797367,-0.0343844442947958,-0.0380269630318702,-0.0345539713834357,0.998087011805456
0.589999872,-0.820660491688222,-0.789822149188598,-0.632562941050035,-0.0343166413695874,-0.0379673142184601,-0.0344932096567891,0.998093717876092
0.595000064,-0.824780052263678,-0.793444255712705,-0.63357832771479,-0.0342507795774459,-0.0378950686704132,-0.0344526891651984,0.998100125277063
0.599999744,-0.828919867543775,-0.797068303945426,-0.634589230051282,-0.0341864931437278,-0.0378342182313997,-0.0343914497693045,0.998106749701713
0.604999936,-0.833082266841034,-0.800710590919397,-0.635598801384472,-0.0341261497150111,-0.0377718541556919,-0.0343272909113341,0.998113385361582
0.609999872,-0.837267633869358,-0.804370731189619,-0.636605593708466,-0.0340601076079108,-0.0377112727191142,-0.034266533240777,0.998120019676642
0.614999808,-0.841476074001721,-0.808049665605252,-0.63761115898589,-0.0339900041365279,-0.0376518102346933,-0.0342078342165166,0.998126667754682
0.619999744,-0.845705397828624,-0.811744753706076,-0.638614409792344,-0.0339219313182756,-0.0375920074928293,-0.0341488050771489,0.998133258969012
0.624999936,-0.849956553795281,-0.815458318819925,-0.639616501096445,-0.0338580759980946,-0.0375297154915246,-0.0340872907692339,0.998139873841761
0.629999872,-0.854229367129593,-0.819187233278313,-0.640617221873178,-0.0338004051262049,-0.0374655867626537,-0.0340225483683518,0.998146446481857
0.634999808,-0.858525925278838,-0.82293535931767,-0.641616943257895,-0.0337402872042098,-0.0374019126714624,-0.0339591501065308,0.998153027382042
0.639999744,-0.862844002876853,-0.826701623853825,-0.642613851750839,-0.0336742724108734,-0.0373417315902693,-0.0338981009119743,0.998159585043394
0.644999936,-0.86718316697981,-0.830483927620844,-0.643610398681547,-0.0336102961022478,-0.0372816573822292,-0.0338344812478509,0.998166145437443
0.649999872,-0.871547324574804,-0.83431314566446,-0.644608272425868,-0.0335538373065081,-0.0372042839440826,-0.0337929937965283,0.998172337238658
0.654999808,-0.875930152941279,-0.83813497317714,-0.645601725961833,-0.033500715964807,-0.0371369499404004,-0.0337256312663621,0.99817890719783
0.659999744,-0.880335001273725,-0.841975055629782,-0.646593349913582,-0.0334451100169663,-0.0370701301613971,-0.033662047137083,0.998185401941098
0.664999936,-0.884762952230331,-0.845832291667737,-0.647583339877464,-0.0333838805738081,-0.0370063219101073,-0.0336002766172051,0.998191900421841
0.669999872,-0.889211321172275,-0.849707499611431,-0.648571268400917,-0.0333190175139456,-0.0369449395333237,-0.0335385222376106,0.998198418171909
0.674999808,-0.893681639009381,-0.853598684672978,-0.649557849732731,-0.0332552113068788,-0.0368831297016469,-0.0334776839892,0.998204873930731
0.679999744,-0.898173624485716,-0.857507829816152,-0.650542306678343,-0.0331984370257507,-0.0368181606874331,-0.0334125411504091,0.998211344814571
0.684999936,-0.902685694206707,-0.861432730301019,-0.651524744181286,-0.0331407198629135,-0.0367529657530414,-0.0333480060333245,0.99821782326751
0.689999872,-0.907220593883632,-0.865376328526324,-0.652504972515157,-0.0330766287540754,-0.0366920824170848,-0.0332858930315419,0.998224261898726
0.694999808,-0.911776624340494,-0.869337049536907,-0.653484278135033,-0.0330065346739393,-0.036633478772644,-0.0332262207462964,0.998230722406774
0.699999744,-0.916353709968916,-0.873314261874937,-0.654461228873646,-0.0329377910945133,-0.036575500879187,-0.0331650803244592,0.998237152234038
0.704999936,-0.920952873780579,-0.877308151830735,-0.655436970093848,-0.032876730377895,-0.0365141647524455,-0.0331011490195225,0.998243532563912
0.709999872,-0.92557194549963,-0.881318760141425,-0.656410762099851,-0.032817162862709,-0.0364499424398084,-0.0330373463534052,0.998249953300125
0.714999808,-0.930212137698844,-0.885345387469905,-0.65738260100598,-0.0327549891594562,-0.036386169975406,-0.0329764058786825,0.998256336806839
0.72,-0.934875027205929,-0.889391274903323,-0.658353444015399,-0.0326874544348746,-0.0363252863315436,-0.0329178730732896,0.998262699657675
0.724999936,-0.939559753133819,-0.89345278674786,-0.659322975053448,-0.0326174872176158,-0.0362659538585455,-0.0328597211957822,0.998269061346325
0.729999872,-0.944265543879326,-0.89753128373402,-0.660291228881546,-0.0325528566469984,-0.0362059347768432,-0.0327960723962617,0.998275442674232
0.734999808,-0.94899229896487,-0.901626115102457,-0.661257591743342,-0.0324958225241156,-0.0361423504473139,-0.0327305176013502,0.99828175643962
0.74,-0.953740652117616,-0.905738617942924,-0.662223144512844,-0.0324364949006852,-0.0360772107866568,-0.0326677162974614,0.998288099183959
0.744999936,-0.958509852765516,-0.909867231715346,-0.66318721639395,-0.0323732972390477,-0.0360141270649325,-0.032606804492828,0.998294419787264
0.749999872,-0.96331910922907,-0.914122456871015,-0.66415912104583,-0.0323130975987952,-0.0359261407202234,-0.0325871147919007,0.998300183354717
0.754999808,-0.968133941798477,-0.918295872751873,-0.665121974146863,-0.0322514744274972,-0.0358658331999921,-0.0325226478072237,0.998306446831698
0.76,-0.972969618749008,-0.922486077046953,-0.666082731740336,-0.032194540401204,-0.0358022898864486,-0.0324556554749249,0.998312745603769
0.76499968,-0.977825312761144,-0.926692404479072,-0.667042203952561,-0.0321355986300152,-0.0357357708022971,-0.0323938068095749,0.998319036814505
0.769999872,-0.982701518864998,-0.930915479686911,-0.667998981609249,-0.0320778130703808,-0.0356684690993933,-0.0323333211400973,0.998325262910229
0.774999808,-0.987598523352149,-0.935154547070336,-0.668954280237996,-0.0320172664332382,-0.0356027420374362,-0.0322713645929587,0.998331557368025
0.78,-0.992517408668738,-0.939411040879251,-0.669908448927638,-0.0319563691928328,-0.035540769901644,-0.032207830160951,0.998337768402625
0.78499968,-0.997456886703596,-0.943684091045356,-0.670861230344617,-0.0318965423846378,-0.0354794552777467,-0.0321412793075551,0.99834400734495
0.789999872,-1.00241671290644,-0.947973901961855,-0.671811618864673,-0.0318328483952373,-0.0354176984627281,-0.0320799402551767,0.998350206005825
0.794999808,-1.00739748451555,-0.952278631847208,-0.672760627511245,-0.0317687542059485,-0.0353546002166579,-0.0320198159794664,0.998356414255131
0.8,-1.01240421784086,-0.956626936395467,-0.67370984115587,-0.0317072465311335,-0.0352799467506128,-0.0319778689626433,0.998362354944985
0.80499968,-1.01742701460437,-0.9609699257369,-0.674656408803573,-0.0316438006879155,-0.035219307300894,-0.0319151227426259,0.998368516736977
0.809999872,-1.02247098394405,-0.965330239818833,-0.67560071861902,-0.0315783849744107,-0.0351579934354834,-0.0318539215169781,0.998374703597797
0.814999808,-1.02753538706368,-0.969706858205186,-0.676544600577362,-0.0315114678976899,-0.0350972360368907,-0.0317941416132021,0.998380861181034
0.819999744,-1.032620952148,-0.974099373103529,-0.677486235906558,-0.0314443897671104,-0.0350365359084287,-0.0317360935080514,0.99838695497916
0.82499968,-1.03772563735144,-0.97850761217791,-0.678426452430787,-0.0313779835481827,-0.0349736866290226,-0.0316764889615536,0.998393140721176
0.829999872,-1.04285135675665,-0.982932575901996,-0.679364671689548,-0.0313177221809216,-0.0349114299874364,-0.0316131813454408,0.998399218298398
0.835000064,-1.04799847483723,-0.987373067103398,-0.680303556325467,-0.0312569855368752,-0.0348484684547718,-0.0315489899848056,0.998405351714645
0.839999744,-1.05316479191358,-0.991829130948062,-0.681239182418832,-0.0311960398468198,-0.0347872576203847,-0.0314837142891561,0.998411453029104
0.844999936,-1.05835301598857,-0.99630323294305,-0.682174671315123,-0.0311314681201098,-0.0347255616765291,-0.0314223602333055,0.998417549092715
0.849999872,-1.06356644441075,-1.0008184399069,-0.68310938460672,-0.031070411063139,-0.0346518642238727,-0.0313798988316235,0.998423346988388
0.855000064,-1.06879566619653,-1.00532835603402,-0.684042513039308,-0.031010730301749,-0.0345877296143074,-0.0313160141029591,0.998429432071683
0.859999744,-1.07404401277052,-1.00985294282115,-0.68497353667955,-0.0309531679878916,-0.0345224412484103,-0.031252541915481,0.998435466650491
0.864999936,-1.07931327883954,-1.01439437235709,-0.685903818816513,-0.0308961861134348,-0.0344563810128064,-0.0311888783066902,0.998441504226019
0.869999872,-1.08460309832683,-1.01895270937006,-0.686832429803175,-0.0308342351129645,-0.0343928307956679,-0.0311281599614139,0.998447505276204
0.874999808,-1.08991320256639,-1.02352649455983,-0.687759332239135,-0.0307722124689369,-0.0343301926994539,-0.0310649574416435,0.998453542849207
0.879999744,-1.09524333339357,-1.02811661997188,-0.688684957416857,-0.0307084887008383,-0.0342695029540065,-0.031001420416383,0.998459564439724
0.884999936,-1.1005929858123,-1.03272137723251,-0.689608612322413,-0.0306454637293639,-0.0342075250225882,-0.0309389106553048,0.998465565050745
0.889999872,-1.10596253940272,-1.03734239504158,-0.690531117492781,-0.0305865229336711,-0.0341434093690378,-0.0308760142283101,0.998471513843465
0.894999808,-1.11135707457918,-1.04199955456719,-0.691451693157928,-0.0305280696933947,-0.034066407112403,-0.0308317832357958,0.998477299696767
0.899999744,-1.11676821389762,-1.04665725574734,-0.692370228612017,-0.0304653529065482,-0.0340037816324016,-0.030771036825599,0.99848322389495
0.904999936,-1.12219978004138,-1.05133167183388,-0.6932875413799,-0.0303977515519783,-0.033942542466298,-0.0307110579970305,0.998489214477658
0.909999872,-1.12765000353859,-1.05602031167957,-0.694203695433794,-0.0303321294247309,-0.0338814962200995,-0.0306518653155282,0.998495102287
0.914999808,-1.1331201620376,-1.06072421115809,-0.69511880553256,-0.0302677477359003,-0.0338205471690741,-0.0305896134027851,0.998501031340503
0.919999744,-1.13861095931358,-1.0654442621099,-0.696032403972079,-0.0302069318860035,-0.0337584983921843,-0.0305246881564039,0.9985069596479
0.924999936,-1.14412156472461,-1.07018036212611,-0.696944672269254,-0.0301432837224961,-0.033698239897908,-0.0304616489640703,0.998512843691356
0.929999872,-1.14965174345202,-1.07493186707203,-0.697855615065992,-0.0300749926552534,-0.0336391614640074,-0.0304009617503516,0.99851874451982
0.934999808,-1.15520170042172,-1.07969885679663,-0.698764396119,-0.0300082391372192,-0.0335795494927412,-0.0303404057576395,0.998524601208308
0.939999744,-1.1607712470587,-1.08448158449101,-0.699672164669545,-0.0299439954368679,-0.0335176431164346,-0.0302790674405262,0.998530471649277
0.944999936,-1.16635963912859,-1.08927930388526,-0.700578415806564,-0.0298843741511148,-0.0334530342613596,-0.0302159123596258,0.998536337506342
0.949999616,-1.17196701788558,-1.0940911102313,-0.70148300416061,-0.0298271204995126,-0.0333859763277694,-0.0301537518219301,0.998542172729029
0.954999808,-1.17759554959928,-1.09891975077765,-0.70238749100286,-0.0297674177401257,-0.0333207517804349,-0.0300922139213818,0.998547989334104
0.96,-1.18324348769731,-1.10376410460303,-0.703290808712693,-0.0297046423159992,-0.033258246358766,-0.0300300934918204,0.99855381265052
0.964999936,-1.18891114636753,-1.10862325455503,-0.704192876375517,-0.0296406948591138,-0.0331969391754632,-0.02996732003134,0.998559638763649
0.969999872,-1.19459793727054,-1.11349756510718,-0.705093527231993,-0.0295829945425382,-0.0331343384738583,-0.0299007672112738,0.998565424079952
0.974999808,-1.20030388626535,-1.11838614687791,-0.705992475835426,-0.0295231232836845,-0.0330706083690966,-0.0298375430905456,0.998571199802995
0.98,-1.20602953547621,-1.12329040486032,-0.706891069911406,-0.0294622478335336,-0.0330065715384282,-0.0297757773434629,0.998576960114475
0.984999936,-1.21177329527275,-1.12821031240082,-0.707787364296837,-0.0294020049014641,-0.0329422557055862,-0.0297127796587728,0.998582735992242
